transaction_id,account_id,branch_id,date_id,transaction_type,payment_mode,amount
900660,5013,1,264,Credit,IMPS,95579
900661,5010,6,227,Credit,Cash,12631
900662,5076,7,147,Debit,Cash,19325
900663,5011,8,254,Credit,IMPS,10068
900664,5019,1,97,Credit,UPI,178186
900665,5081,3,261,Debit,Card,149871
900666,5040,10,157,Credit,Card,146886
900667,5018,5,6,Credit,IMPS,73311
900668,5100,2,170,Credit,ATM,123596
900669,5038,9,164,Credit,ATM,6189
900670,5003,10,301,Credit,IMPS,114903
900671,5088,6,326,Credit,Cash,166649
900672,5063,1,95,Debit,Salary,152651
900673,5095,10,109,Debit,Salary,65916
900674,5035,6,72,Credit,ATM,62858
900675,5006,8,101,Debit,NEFT,10750
900676,5048,1,255,Credit,Card,41887
900677,5062,4,204,Credit,UPI,84164
900678,5002,4,198,Debit,Salary,170326
900679,5054,6,265,Debit,Card,19363
900680,5092,8,17,Debit,Card,67634
900681,5063,2,245,Debit,ATM,54275
900682,5063,1,103,Debit,Card,192212
900683,5061,10,17,Debit,ATM,33727
900684,5049,5,315,Debit,Card,17498
900685,5076,8,73,Credit,IMPS,77054
900686,5021,8,42,Debit,Cash,145698
900687,5073,6,120,Debit,Card,50820
900688,5069,2,50,Credit,ATM,112323
900689,5098,10,181,Credit,IMPS,55964
900690,5059,1,243,Credit,Cash,151999
900691,5064,1,46,Credit,NEFT,48292
900692,5083,7,137,Debit,Salary,69232
900693,5083,7,280,Debit,Salary,41182
900694,5081,10,312,Debit,Cash,12902
900695,5095,1,144,Credit,ATM,136062
900696,5084,8,119,Debit,IMPS,51624
900697,5034,3,67,Debit,Card,103527
900698,5041,6,349,Credit,Salary,47729
900699,5020,3,133,Credit,Salary,12518
900700,5026,9,322,Credit,Salary,34020
900701,5011,2,192,Credit,UPI,166247
900702,5057,5,63,Credit,IMPS,105542
900703,5012,1,222,Credit,Cash,185993
900704,5064,8,235,Debit,Cash,59601
900705,5090,2,175,Credit,Salary,56240
900706,5021,5,356,Credit,Cash,155631
900707,5094,7,313,Credit,Cash,13072
900708,5059,7,227,Debit,Card,161543
900709,5014,7,17,Debit,Card,75691
900710,5009,9,122,Debit,UPI,176403
900711,5031,7,24,Credit,NEFT,156288
900712,5096,1,310,Debit,ATM,125589
900713,5037,9,342,Credit,NEFT,142867
900714,5095,9,3,Debit,Salary,180538
900715,5041,7,251,Debit,Card,51387
900716,5068,7,85,Credit,Salary,107459
900717,5060,6,155,Credit,Card,32439
900718,5088,4,13,Debit,Cash,23105
900719,5012,10,277,Credit,UPI,42188
900720,5006,9,332,Credit,Salary,155291
900721,5044,4,293,Debit,ATM,145480
900722,5044,7,253,Credit,Card,195862
900723,5054,4,335,Credit,Cash,189423
900724,5028,4,278,Credit,Salary,17257
900725,5058,7,248,Debit,Cash,190445
900726,5080,1,69,Debit,UPI,70026
900727,5096,2,6,Credit,NEFT,98524
900728,5086,7,38,Credit,Card,123039
900729,5010,1,123,Debit,NEFT,182738
900730,5038,1,284,Debit,Salary,61130
900731,5004,2,196,Credit,IMPS,67745
900732,5054,3,222,Debit,UPI,41512
900733,5032,9,130,Credit,UPI,147153
900734,5078,9,34,Debit,IMPS,67462
900735,5073,10,317,Credit,NEFT,47713
900736,5013,7,132,Credit,NEFT,24340
900737,5028,9,340,Credit,UPI,159386
900738,5073,4,213,Credit,Salary,102596
900739,5063,6,357,Debit,UPI,105725
900740,5053,9,31,Credit,Salary,74233
900741,5072,9,355,Debit,Salary,164348
900742,5064,5,131,Debit,UPI,67436
900743,5080,1,37,Debit,Card,48051
900744,5076,6,213,Credit,Cash,195243
900745,5011,4,123,Debit,Salary,150447
900746,5040,10,269,Credit,UPI,138702
900747,5044,6,212,Credit,IMPS,153342
900748,5032,9,319,Credit,Card,118665
900749,5088,6,146,Debit,NEFT,51927
900750,5071,7,216,Credit,NEFT,73778
900751,5044,10,7,Credit,IMPS,76687
900752,5007,5,337,Debit,Cash,119311
900753,5069,2,93,Debit,Card,74034
900754,5032,5,68,Credit,UPI,149829
900755,5022,2,144,Credit,IMPS,158459
900756,5065,5,363,Credit,IMPS,67396
900757,5046,9,18,Debit,Salary,85747
900758,5043,9,240,Debit,IMPS,141662
900759,5055,6,330,Debit,NEFT,188396
900760,5091,2,170,Debit,UPI,122095
900761,5057,3,70,Credit,IMPS,181172
900762,5073,7,267,Debit,Cash,161896
900763,5015,9,299,Credit,UPI,195052
900764,5074,7,221,Debit,Salary,73437
900765,5043,1,272,Debit,ATM,24909
900766,5054,1,191,Credit,Salary,132591
900767,5005,9,217,Debit,ATM,186634
900768,5009,3,60,Credit,Cash,166445
900769,5069,6,354,Credit,Cash,136599
900770,5085,6,195,Credit,ATM,194736
900771,5015,5,114,Credit,IMPS,99961
900772,5020,5,242,Debit,Cash,125422
900773,5013,7,80,Credit,ATM,21884
900774,5020,9,195,Debit,UPI,33230
900775,5049,7,82,Credit,ATM,102601
900776,5006,9,2,Debit,Salary,107904
900777,5077,4,63,Debit,Salary,9393
900778,5020,3,263,Debit,Card,172726
900779,5097,8,52,Debit,Card,155729
900780,5038,10,299,Credit,UPI,124626
900781,5079,3,50,Credit,NEFT,115104
900782,5036,3,138,Credit,ATM,149190
900783,5004,4,329,Debit,NEFT,191970
900784,5001,7,276,Credit,NEFT,25379
900785,5038,1,24,Credit,IMPS,82368
900786,5061,1,156,Debit,Salary,47380
900787,5079,6,174,Credit,ATM,171088
900788,5053,4,166,Credit,UPI,66302
900789,5032,8,72,Credit,Salary,188178
900790,5014,5,141,Debit,UPI,37012
900791,5069,6,327,Credit,Cash,197104
900792,5028,2,72,Debit,NEFT,28375
900793,5075,9,45,Credit,IMPS,93302
900794,5002,2,260,Credit,Cash,910
900795,5082,9,342,Credit,UPI,93737
900796,5009,6,236,Credit,Salary,153855
900797,5012,1,16,Debit,ATM,64299
900798,5099,1,303,Credit,Cash,56401
900799,5093,7,46,Credit,Card,119308
900800,5080,5,206,Debit,UPI,121451
900801,5081,5,288,Debit,Cash,57151
900802,5070,9,134,Credit,ATM,75022
900803,5017,9,335,Debit,Salary,177383
900804,5079,10,128,Debit,Cash,160905
900805,5038,7,303,Credit,IMPS,10364
900806,5093,10,76,Credit,NEFT,149044
900807,5019,1,215,Debit,IMPS,77127
900808,5013,7,15,Credit,Card,54214
900809,5016,2,84,Credit,Cash,113236
900810,5010,6,299,Debit,IMPS,16506
900811,5055,6,52,Credit,Cash,71814
900812,5034,5,365,Debit,NEFT,18266
900813,5003,2,5,Credit,Cash,41585
900814,5096,3,81,Credit,Card,19084
900815,5015,1,319,Debit,IMPS,173554
900816,5029,1,345,Credit,ATM,107492
900817,5008,6,51,Credit,NEFT,42950
900818,5052,8,269,Debit,IMPS,97063
900819,5037,6,40,Debit,ATM,166563
900820,5096,6,281,Credit,Salary,164090
900821,5100,3,40,Debit,ATM,117743
900822,5037,3,136,Debit,UPI,90774
900823,5053,10,105,Credit,UPI,47267
900824,5062,1,228,Debit,UPI,61619
900825,5016,8,281,Credit,ATM,26826
900826,5067,6,181,Credit,Cash,74546
900827,5079,10,206,Debit,Cash,87526
900828,5083,1,38,Debit,Salary,119376
900829,5007,9,202,Credit,Card,115994
900830,5056,10,231,Debit,Salary,57020
900831,5098,6,188,Debit,ATM,93438
900832,5066,1,316,Debit,Card,55707
900833,5011,8,58,Credit,UPI,134079
900834,5045,3,300,Debit,Salary,155077
900835,5029,5,123,Credit,ATM,112442
900836,5033,8,17,Debit,NEFT,40603
900837,5044,8,162,Credit,NEFT,11068
900838,5054,4,333,Credit,Salary,118334
900839,5047,7,342,Debit,NEFT,177913
900840,5004,10,58,Credit,NEFT,165995
900841,5008,8,190,Credit,IMPS,181924
900842,5033,6,259,Credit,Cash,99201
900843,5071,10,259,Credit,IMPS,19824
900844,5019,8,248,Credit,IMPS,67185
900845,5090,10,96,Debit,Card,1730
900846,5004,2,255,Credit,Cash,128492
900847,5078,4,360,Credit,Salary,104960
900848,5042,6,178,Debit,Salary,15262
900849,5066,9,258,Debit,Salary,138777
900850,5055,1,275,Credit,Salary,104564
900851,5052,6,227,Debit,UPI,3543
900852,5086,6,234,Debit,UPI,108453
900853,5013,3,327,Credit,Salary,22289
900854,5001,2,302,Credit,NEFT,75588
900855,5048,9,258,Credit,ATM,83440
900856,5086,4,178,Debit,ATM,77216
900857,5089,8,94,Debit,UPI,145570
900858,5012,9,186,Debit,UPI,80517
900859,5078,2,49,Debit,Cash,152581
900860,5004,8,82,Credit,IMPS,158758
900861,5017,4,321,Debit,Cash,87707
900862,5045,1,175,Debit,Cash,58857
900863,5068,5,284,Debit,Cash,34782
900864,5058,8,208,Credit,IMPS,110145
900865,5060,5,99,Credit,Salary,64569
900866,5049,4,223,Debit,UPI,63345
900867,5008,6,206,Credit,NEFT,165403
900868,5087,7,22,Credit,Salary,59514
900869,5013,6,180,Credit,NEFT,5530
900870,5035,5,4,Debit,Cash,4303
900871,5003,8,282,Credit,IMPS,91854
900872,5027,10,7,Debit,NEFT,140620
900873,5083,10,207,Credit,Salary,176881
900874,5011,4,356,Debit,Salary,25888
900875,5004,5,230,Credit,ATM,34760
900876,5079,4,236,Debit,ATM,193175
900877,5026,1,44,Debit,ATM,169961
900878,5050,8,288,Credit,UPI,18242
900879,5049,1,190,Debit,Cash,105581
900880,5048,4,11,Debit,UPI,162682
900881,5056,2,46,Debit,Cash,178490
900882,5057,9,262,Debit,Salary,129559
900883,5056,7,123,Debit,ATM,106829
900884,5093,6,231,Credit,NEFT,171112
900885,5096,4,37,Credit,Salary,93044
900886,5017,6,138,Debit,Cash,144045
900887,5033,3,294,Debit,UPI,77256
900888,5077,4,78,Debit,NEFT,137401
900889,5028,4,287,Credit,IMPS,185707
900890,5069,5,286,Debit,IMPS,103124
900891,5087,3,273,Debit,NEFT,178335
900892,5030,9,74,Credit,Salary,30623
900893,5021,1,152,Credit,Card,45589
900894,5020,8,346,Credit,UPI,66708
900895,5012,7,220,Credit,NEFT,94052
900896,5023,7,178,Debit,Card,32861
900897,5095,1,178,Credit,NEFT,55060
900898,5097,5,145,Credit,ATM,22999
900899,5039,8,19,Credit,ATM,103948
900900,5019,10,178,Credit,Salary,162046
900901,5032,2,148,Debit,ATM,12471
900902,5037,2,208,Credit,Card,117690
900903,5035,9,60,Credit,UPI,77306
900904,5058,8,174,Credit,IMPS,188214
900905,5023,3,282,Debit,UPI,111096
900906,5006,3,334,Credit,UPI,105905
900907,5065,3,365,Debit,IMPS,45498
900908,5079,8,172,Debit,Cash,79085
900909,5100,7,337,Credit,Salary,69332
900910,5071,3,259,Debit,ATM,117002
900911,5047,5,7,Credit,UPI,75113
900912,5006,1,350,Credit,Salary,156305
900913,5023,10,275,Debit,Salary,52576
900914,5037,2,251,Credit,UPI,124008
900915,5009,6,188,Credit,Card,184372
900916,5077,6,191,Credit,ATM,34766
900917,5046,9,113,Credit,UPI,155025
900918,5050,6,344,Debit,Salary,90653
900919,5030,4,208,Debit,ATM,80546
900920,5045,1,148,Debit,UPI,61611
900921,5082,5,147,Credit,NEFT,193655
900922,5060,5,354,Credit,UPI,147339
900923,5031,10,302,Debit,UPI,34085
900924,5084,1,345,Debit,Card,82216
900925,5017,3,238,Debit,Cash,117858
900926,5002,7,86,Debit,Card,48714
900927,5021,10,54,Debit,ATM,106398
900928,5032,10,181,Credit,ATM,156355
900929,5011,1,239,Debit,Salary,112788
900930,5068,10,298,Debit,NEFT,82648
900931,5048,1,166,Credit,UPI,199987
900932,5035,9,17,Debit,ATM,163108
900933,5079,5,200,Debit,Card,154570
900934,5063,8,335,Credit,Salary,79782
900935,5032,6,205,Credit,Cash,116469
900936,5088,2,41,Credit,ATM,10155
900937,5006,2,38,Debit,Card,137058
900938,5092,3,5,Credit,NEFT,97506
900939,5067,7,78,Debit,Cash,153816
900940,5030,7,251,Credit,Card,43435
900941,5048,3,299,Debit,UPI,44844
900942,5029,4,278,Credit,Cash,126033
900943,5081,7,233,Debit,UPI,43151
900944,5032,9,360,Debit,Card,170321
900945,5091,5,311,Credit,NEFT,152762
900946,5043,5,295,Debit,Card,126367
900947,5070,6,98,Credit,ATM,38300
900948,5025,3,60,Credit,ATM,136381
900949,5078,1,150,Credit,Card,70789
900950,5032,2,145,Debit,ATM,106560
900951,5092,4,31,Credit,UPI,85201
900952,5026,7,314,Credit,UPI,145593
900953,5061,7,2,Credit,Card,102919
900954,5001,4,125,Credit,IMPS,157631
900955,5086,6,313,Credit,UPI,1876
900956,5080,2,99,Debit,Card,77011
900957,5059,4,80,Credit,NEFT,73953
900958,5080,4,132,Credit,UPI,29501
900959,5047,4,202,Debit,UPI,6363
900960,5008,4,214,Credit,NEFT,167791
900961,5027,10,59,Debit,ATM,166089
900962,5076,6,236,Credit,Card,38081
900963,5071,2,159,Debit,ATM,182537
900964,5087,3,54,Credit,IMPS,99695
900965,5073,9,38,Debit,Salary,169337
900966,5068,7,164,Credit,Card,110567
900967,5100,5,129,Credit,Card,169751
900968,5075,7,257,Credit,Cash,40890
900969,5043,7,166,Credit,Salary,50299
900970,5047,1,21,Debit,ATM,39385
900971,5096,5,295,Debit,NEFT,45611
900972,5010,2,255,Debit,Salary,183123
900973,5001,10,328,Debit,NEFT,169864
900974,5066,6,11,Credit,Salary,194945
900975,5056,7,316,Credit,Salary,22995
900976,5009,5,329,Credit,Cash,173941
900977,5060,7,4,Credit,Cash,31180
900978,5087,1,217,Credit,NEFT,186098
900979,5011,4,71,Debit,IMPS,170376
900980,5036,9,300,Credit,Card,13594
900981,5081,5,347,Debit,Card,103306
900982,5051,9,311,Credit,ATM,155891
900983,5088,2,113,Credit,Cash,54294
900984,5051,8,355,Debit,NEFT,185733
900985,5006,2,94,Credit,IMPS,53727
900986,5004,3,129,Debit,IMPS,191939
900987,5098,1,304,Debit,ATM,137658
900988,5084,2,107,Debit,UPI,11816
900989,5037,5,267,Debit,ATM,187682
900990,5060,1,361,Credit,UPI,30766
900991,5014,10,111,Debit,IMPS,190829
900992,5089,2,196,Credit,Cash,35045
900993,5091,1,7,Debit,UPI,79206
900994,5028,2,264,Credit,UPI,194725
900995,5092,7,288,Debit,NEFT,88044
900996,5073,10,56,Credit,Cash,68849
900997,5031,10,352,Debit,IMPS,79887
900998,5046,2,305,Debit,Card,95096
900999,5012,2,109,Credit,Salary,137618
901000,5067,10,353,Credit,IMPS,16646
901001,5030,2,65,Debit,Card,195497
901002,5088,6,102,Debit,Salary,111461
901003,5050,3,11,Credit,ATM,48151
901004,5002,1,217,Credit,NEFT,173335
901005,5031,4,272,Credit,ATM,178413
901006,5011,7,94,Debit,Cash,107182
901007,5049,4,70,Debit,IMPS,93411
901008,5058,6,205,Debit,NEFT,166511
901009,5076,8,328,Debit,UPI,84514
901010,5019,6,84,Credit,ATM,44706
901011,5028,6,160,Credit,IMPS,167702
901012,5095,3,128,Credit,Card,127687
901013,5041,9,10,Credit,Salary,87035
901014,5072,6,218,Debit,Card,6834
901015,5076,2,136,Credit,Card,160760
901016,5088,7,182,Debit,IMPS,172099
901017,5028,9,270,Debit,Cash,46656
901018,5100,8,301,Credit,ATM,25265
901019,5055,5,350,Debit,NEFT,68637
901020,5082,6,43,Credit,Salary,185881
901021,5004,10,260,Debit,Salary,77934
901022,5051,1,37,Debit,ATM,20448
901023,5051,4,295,Debit,ATM,85551
901024,5053,8,48,Credit,Salary,170796
901025,5067,7,184,Credit,ATM,169344
901026,5067,10,169,Credit,ATM,155653
901027,5088,5,305,Credit,Salary,40793
901028,5061,3,318,Credit,NEFT,147883
901029,5081,1,278,Credit,IMPS,20818
901030,5010,10,157,Credit,UPI,93451
901031,5025,1,207,Credit,Card,190928
901032,5058,8,43,Credit,Cash,167339
901033,5046,2,270,Credit,Salary,172517
901034,5059,9,324,Credit,Salary,158367
901035,5045,8,214,Debit,ATM,157784
901036,5077,6,239,Credit,UPI,66215
901037,5029,1,137,Credit,ATM,139907
901038,5016,1,46,Credit,ATM,107701
901039,5040,6,41,Credit,ATM,191030
901040,5048,4,230,Credit,Card,77111
901041,5061,7,290,Credit,Salary,14577
901042,5088,4,82,Debit,ATM,86823
901043,5010,3,184,Debit,Card,11218
901044,5052,4,342,Debit,Card,83002
901045,5051,10,65,Debit,ATM,10366
901046,5061,5,133,Credit,Cash,39908
901047,5027,1,294,Debit,NEFT,141683
901048,5011,5,16,Debit,ATM,17930
901049,5025,7,123,Credit,Card,10904
901050,5029,10,97,Debit,ATM,178239
901051,5043,9,353,Credit,ATM,186375
901052,5034,7,275,Debit,Card,58243
901053,5094,8,219,Debit,IMPS,162208
901054,5048,9,192,Credit,Cash,81218
901055,5059,8,127,Debit,IMPS,66196
901056,5072,1,325,Credit,ATM,71977
901057,5012,9,300,Credit,Card,144254
901058,5082,6,120,Debit,Cash,133434
901059,5091,10,217,Credit,UPI,7810
901060,5100,6,340,Debit,Cash,113625
901061,5037,7,134,Credit,NEFT,115781
901062,5032,7,285,Credit,NEFT,61439
901063,5097,6,198,Credit,Card,165432
901064,5046,1,93,Credit,ATM,29439
901065,5096,9,236,Debit,Card,119765
901066,5014,6,94,Credit,UPI,3482
901067,5024,4,44,Credit,Card,91313
901068,5032,9,306,Debit,IMPS,90888
901069,5053,6,69,Credit,IMPS,127140
901070,5044,4,35,Debit,ATM,180996
901071,5046,2,97,Credit,NEFT,95279
901072,5054,3,295,Credit,Card,193652
901073,5065,4,37,Debit,Salary,187307
901074,5039,10,254,Credit,ATM,31836
901075,5068,2,177,Debit,IMPS,141346
901076,5060,1,31,Credit,Cash,151540
901077,5078,1,217,Credit,Salary,115788
901078,5025,6,273,Credit,Cash,113946
901079,5048,3,47,Debit,UPI,31170
901080,5022,5,165,Debit,ATM,102307
901081,5010,9,244,Credit,IMPS,120189
901082,5021,4,72,Debit,Cash,62612
901083,5041,7,26,Credit,Cash,69169
901084,5058,10,67,Debit,IMPS,5002
901085,5097,5,106,Credit,Card,50738
901086,5089,7,51,Debit,Salary,4741
901087,5031,10,255,Debit,Cash,119803
901088,5030,3,166,Credit,NEFT,3211
901089,5069,9,209,Debit,Card,99241
901090,5042,8,264,Debit,NEFT,157820
901091,5096,8,286,Credit,Cash,197589
901092,5056,1,62,Credit,Salary,69726
901093,5100,4,305,Credit,Cash,6793
901094,5096,5,46,Credit,Cash,83895
901095,5100,6,247,Debit,UPI,193293
901096,5051,8,250,Debit,Salary,112552
901097,5007,4,6,Credit,ATM,39719
901098,5031,2,167,Debit,Cash,175983
901099,5055,8,157,Debit,ATM,170946
901100,5005,9,67,Debit,Cash,131748
901101,5009,3,249,Debit,Cash,41834
901102,5050,5,349,Credit,UPI,69957
901103,5025,1,187,Credit,ATM,150481
901104,5052,8,308,Credit,Salary,175442
901105,5080,3,213,Credit,ATM,84811
901106,5003,10,311,Debit,IMPS,74906
901107,5097,1,58,Debit,Card,68144
901108,5012,1,26,Credit,NEFT,176113
901109,5034,7,199,Debit,Card,182628
901110,5093,1,225,Debit,Cash,11183
901111,5004,9,205,Debit,IMPS,96525
901112,5005,8,275,Credit,NEFT,122788
901113,5098,1,347,Credit,Salary,31072
901114,5020,3,127,Debit,UPI,10171
901115,5078,7,345,Credit,UPI,87718
901116,5076,7,213,Debit,IMPS,101939
901117,5088,3,300,Credit,NEFT,65773
901118,5023,3,341,Credit,NEFT,193054
901119,5023,8,232,Credit,IMPS,76248
901120,5062,9,227,Credit,UPI,152477
901121,5074,4,37,Credit,UPI,154314
901122,5059,7,141,Credit,NEFT,89151
901123,5001,5,246,Debit,Salary,176550
901124,5048,3,26,Credit,IMPS,61597
901125,5026,4,83,Debit,ATM,148709
901126,5030,4,23,Debit,Cash,118216
901127,5036,4,221,Debit,UPI,67739
901128,5083,5,348,Debit,Salary,89952
901129,5060,4,282,Debit,ATM,153388
901130,5044,8,323,Credit,UPI,44573
901131,5053,3,307,Credit,Cash,191161
901132,5045,1,211,Credit,Cash,43594
901133,5037,10,93,Debit,IMPS,74963
901134,5069,8,78,Debit,Cash,63169
901135,5049,5,26,Debit,Cash,79971
901136,5011,5,168,Credit,Salary,96738
901137,5078,6,271,Credit,NEFT,89076
901138,5087,5,33,Debit,NEFT,168072
901139,5072,9,96,Credit,UPI,46855
901140,5038,1,186,Debit,ATM,13592
901141,5099,7,151,Credit,IMPS,127020
901142,5055,7,331,Credit,Salary,81539
901143,5053,5,274,Debit,Salary,193665
901144,5063,7,214,Debit,UPI,41198
901145,5005,5,68,Credit,ATM,115468
901146,5051,4,314,Debit,ATM,7038
901147,5072,7,251,Credit,Cash,34264
901148,5045,1,141,Debit,NEFT,81735
901149,5045,7,126,Debit,ATM,18837
901150,5047,6,254,Debit,Card,185585
901151,5045,8,120,Debit,UPI,68656
901152,5022,2,333,Debit,NEFT,172469
901153,5066,2,60,Debit,ATM,137165
901154,5018,10,31,Credit,Card,155384
901155,5050,7,54,Debit,ATM,91614
901156,5015,1,273,Debit,Cash,123182
901157,5013,7,201,Credit,Card,47504
901158,5038,2,201,Credit,Salary,90254
901159,5096,5,251,Debit,NEFT,103083
901160,5084,6,154,Credit,UPI,39505
901161,5013,1,365,Credit,IMPS,112254
901162,5053,5,196,Credit,UPI,114986
901163,5046,9,243,Credit,Salary,80387
901164,5016,4,39,Debit,Cash,122924
901165,5032,1,118,Credit,Cash,97318
901166,5046,7,49,Debit,UPI,162903
901167,5087,1,360,Credit,Cash,145041
901168,5088,8,30,Debit,Salary,155092
901169,5007,3,281,Debit,IMPS,175587
901170,5088,10,312,Debit,UPI,164576
901171,5094,6,248,Debit,NEFT,125675
901172,5093,7,346,Debit,Salary,112639
901173,5003,3,293,Credit,ATM,14099
901174,5027,10,341,Credit,Salary,121323
901175,5034,7,89,Debit,Salary,92968
901176,5045,1,363,Debit,NEFT,150579
901177,5056,9,87,Debit,IMPS,96079
901178,5085,7,66,Credit,Cash,101398
901179,5041,10,321,Debit,Cash,166198
901180,5099,7,298,Debit,Cash,188864
901181,5081,6,223,Debit,Salary,44244
901182,5016,1,195,Debit,Card,23531
901183,5098,9,124,Debit,NEFT,165905
901184,5006,2,9,Debit,Cash,44335
901185,5097,1,47,Credit,Cash,144202
901186,5059,2,290,Debit,Card,192183
901187,5057,10,89,Debit,IMPS,42820
901188,5037,4,160,Debit,UPI,79990
901189,5048,4,243,Debit,Card,85390
901190,5024,2,168,Debit,Salary,131070
901191,5079,6,267,Debit,UPI,137966
901192,5036,4,179,Credit,UPI,121313
901193,5009,8,174,Debit,UPI,79457
901194,5033,10,285,Credit,Cash,101643
901195,5031,5,295,Credit,Cash,149026
901196,5061,7,65,Debit,ATM,66746
901197,5017,7,302,Credit,Cash,29277
901198,5088,8,162,Debit,NEFT,154783
901199,5053,10,228,Debit,Card,197878
901200,5075,10,15,Credit,IMPS,19043
901201,5034,4,79,Credit,UPI,163283
901202,5064,10,315,Credit,IMPS,113284
901203,5092,2,183,Credit,UPI,1318
901204,5013,1,331,Debit,Card,167502
901205,5045,5,108,Credit,ATM,45150
901206,5056,7,273,Credit,UPI,197975
901207,5061,1,105,Credit,Cash,146397
901208,5100,9,279,Credit,ATM,87426
901209,5075,5,274,Debit,NEFT,168926
901210,5045,3,69,Debit,IMPS,176193
901211,5077,8,339,Debit,ATM,19748
901212,5056,8,8,Credit,ATM,91862
901213,5015,5,214,Credit,Salary,193617
901214,5014,4,222,Credit,Cash,1624
901215,5098,5,275,Credit,UPI,199441
901216,5002,10,279,Credit,UPI,127265
901217,5084,6,139,Debit,NEFT,43156
901218,5026,7,147,Credit,ATM,46319
901219,5032,6,65,Debit,UPI,67357
901220,5004,5,360,Debit,Card,167823
901221,5006,2,198,Debit,IMPS,106164
901222,5016,7,214,Credit,Salary,42696
901223,5099,9,44,Credit,NEFT,55088
901224,5094,9,263,Credit,Card,81878
901225,5084,4,263,Debit,IMPS,177316
901226,5032,6,90,Credit,Cash,56655
901227,5074,4,309,Credit,IMPS,120990
901228,5089,5,79,Debit,Card,155191
901229,5036,7,76,Debit,Card,115458
901230,5059,1,85,Debit,ATM,158804
901231,5014,8,3,Debit,Cash,75932
901232,5002,2,326,Credit,Card,151602
901233,5097,7,2,Debit,UPI,44679
901234,5036,10,238,Credit,Salary,71850
901235,5090,8,163,Debit,Cash,156678
901236,5063,6,99,Debit,IMPS,62718
901237,5068,7,185,Debit,NEFT,64742
901238,5017,3,289,Debit,Card,81035
901239,5088,2,289,Debit,Card,155655
901240,5055,8,267,Debit,NEFT,101344
901241,5099,9,5,Credit,UPI,192175
901242,5003,5,185,Credit,IMPS,16898
901243,5084,4,127,Debit,UPI,116762
901244,5049,4,310,Debit,Salary,126489
901245,5078,5,173,Debit,UPI,42615
901246,5061,7,293,Debit,Cash,59779
901247,5001,3,191,Credit,IMPS,69087
901248,5004,9,30,Debit,Card,190601
901249,5049,2,130,Debit,UPI,130100
901250,5067,3,347,Credit,NEFT,141620
901251,5014,4,337,Credit,Salary,108118
901252,5098,5,38,Credit,Cash,154001
901253,5087,8,349,Credit,Salary,131720
901254,5049,9,272,Credit,UPI,155727
901255,5039,6,331,Credit,UPI,85404
901256,5050,10,120,Debit,Card,176094
901257,5071,3,30,Credit,Cash,72184
901258,5071,5,166,Debit,NEFT,173902
901259,5068,5,62,Debit,IMPS,36175
901260,5073,6,236,Credit,Salary,136497
901261,5089,9,168,Debit,Salary,46555
901262,5073,9,158,Credit,NEFT,123744
901263,5048,4,61,Debit,UPI,181028
901264,5036,7,296,Debit,ATM,144977
901265,5023,2,212,Credit,NEFT,152807
901266,5100,8,146,Credit,Salary,17641
901267,5008,8,203,Debit,NEFT,192030
901268,5004,9,128,Debit,Card,77264
901269,5082,7,245,Credit,Cash,144707
901270,5087,9,83,Credit,NEFT,11705
901271,5096,1,163,Credit,UPI,191574
901272,5067,8,322,Debit,IMPS,130075
901273,5075,7,36,Credit,UPI,153925
901274,5004,2,254,Debit,NEFT,100619
901275,5009,4,289,Credit,UPI,59903
901276,5082,10,301,Credit,Cash,197019
901277,5002,2,102,Credit,ATM,42467
901278,5016,10,311,Debit,ATM,117218
901279,5076,10,305,Credit,Card,151533
901280,5067,2,63,Debit,UPI,176619
901281,5002,5,215,Debit,Salary,134675
901282,5023,7,130,Credit,IMPS,113697
901283,5004,5,105,Debit,Cash,15751
901284,5068,4,317,Debit,NEFT,124144
901285,5054,3,284,Credit,Cash,66605
901286,5078,1,301,Credit,NEFT,171735
901287,5066,5,111,Credit,NEFT,178641
901288,5077,3,300,Debit,UPI,146977
901289,5060,4,297,Credit,UPI,3759
901290,5089,8,159,Debit,UPI,159119
901291,5022,9,332,Debit,NEFT,70301
901292,5036,4,98,Debit,NEFT,101256
901293,5002,5,259,Debit,Card,182354
901294,5074,6,141,Credit,UPI,114911
901295,5039,9,318,Debit,IMPS,113421
901296,5057,1,178,Credit,Card,102844
901297,5035,4,285,Credit,ATM,30088
901298,5013,10,41,Debit,NEFT,197767
901299,5088,10,303,Credit,Cash,109822
901300,5074,6,76,Debit,NEFT,163827
901301,5079,9,141,Credit,Cash,152325
901302,5026,7,59,Credit,Cash,63888
901303,5037,5,52,Credit,UPI,42405
901304,5080,4,84,Credit,Cash,80563
901305,5003,7,17,Debit,ATM,192466
901306,5029,9,58,Credit,IMPS,115570
901307,5080,6,328,Debit,Salary,180582
901308,5056,10,218,Debit,Card,58917
901309,5084,3,143,Credit,Salary,127749
901310,5058,7,80,Credit,ATM,65612
901311,5063,3,318,Credit,Salary,180378
901312,5057,5,188,Debit,Card,56845
901313,5058,4,311,Debit,UPI,144353
901314,5063,8,204,Credit,ATM,137247
901315,5056,4,12,Debit,Card,141068
901316,5074,10,251,Debit,UPI,191675
901317,5014,2,363,Debit,IMPS,152891
901318,5075,9,143,Debit,Cash,72723
901319,5030,9,310,Debit,Salary,125739
901320,5047,7,190,Debit,Salary,184697
